psu_hh_idcode,hhid,q02,q03,q05,q09,q23
27_8_1,2708,1,1,39,0,0
27_8_2,2708,2,2,31,0,0
27_8_3,2708,2,4,8,0,2
27_8_4,2708,1,4,6,0,2
28_1_1,2801,1,1,48,0,0
28_1_2,2801,2,2,49,0,0
28_2_1,2802,1,1,53,0,1
28_2_2,2802,2,2,49,0,0
28_2_3,2802,1,4,18,0,2
28_2_4,2802,1,7,86,0,0
28_3_1,2803,1,1,54,0,0
28_3_2,2803,2,2,46,0,0
28_3_3,2803,2,9,23,0,0
28_3_4,2803,1,5,3,0,1
28_3_5,2803,1,4,21,1,2
28_4_1,2804,1,1,60,0,0
28_4_2,2804,2,2,54,0,0
28_4_3,2804,1,4,30,0,2
28_4_4,2804,1,4,28,0,2
28_5_1,2805,1,1,70,0,0
28_5_2,2805,2,2,62,0,0
28_5_3,2805,1,4,27,0,2
28_6_1,2806,1,1,61,0,0
28_6_2,2806,2,2,57,0,0
28_7_1,2807,1,1,50,0,0
28_7_2,2807,2,2,46,0,0
28_8_2,2808,2,2,66,0,0
28_8_3,2808,1,4,23,0,2
29_1_2,2901,2,2,44,0,0
29_1_3,2901,1,4,17,0,2
29_1_4,2901,2,4,14,0,2
29_1_5,2901,1,7,90,0,0
29_2_2,2902,2,2,37,0,0
29_2_3,2902,2,4,11,0,2
29_3_1,2903,1,1,71,0,0
29_3_2,2903,2,2,72,0,0
29_3_3,2903,1,4,35,0,2
29_3_4,2903,2,9,28,0,0
29_3_5,2903,1,5,8,0,2
29_3_6,2903,1,5,4,0,2
29_4_1,2904,2,1,69,0,0
29_4_2,2904,1,4,33,0,1
29_4_3,2904,2,9,28,0,0
29_4_4,2904,1,5,4,0,2
29_4_5,2904,1,5,1,0,2
29_5_1,2905,1,1,63,0,0
29_5_2,2905,2,2,54,0,0
29_5_3,2905,1,4,30,0,2
29_5_4,2905,2,9,28,0,0
29_5_5,2905,1,5,1,0,2
29_5_6,2905,1,4,23,0,2
29_6_1,2906,1,1,37,0,0
29_6_2,2906,2,2,36,0,0
29_6_3,2906,1,4,14,0,2
29_6_4,2906,1,4,12,0,2
29_7_1,2907,1,1,77,0,0
29_7_2,2907,1,4,47,0,1
29_7_3,2907,2,8,42,0,0
29_7_4,2907,2,5,20,0,2
29_7_5,2907,1,5,19,0,2
29_8_1,2908,2,1,76,0,0
29_8_2,2908,2,4,40,0,1
30_1_2,3001,2,2,45,0,0
30_1_3,3001,2,4,20,0,2
30_1_4,3001,2,4,17,0,2
30_2_1,3002,1,1,39,4,0
30_2_2,3002,2,2,30,0,0
30_2_3,3002,2,4,9,0,2
30_2_4,3002,2,4,4,0,2
30_3_1,3003,1,1,46,4,0
30_3_2,3003,2,2,39,0,0
30_3_3,3003,1,4,19,0,2
30_3_4,3003,1,4,13,0,2
30_4_2,3004,2,2,55,0,0
30_4_3,3004,1,4,34,0,2
30_5_1,3005,1,1,44,0,2
30_5_2,3005,2,2,39,0,0
30_5_3,3005,2,4,17,0,2
30_5_4,3005,2,4,13,0,2
30_5_5,3005,1,7,74,0,0
30_5_6,3005,2,7,69,0,0
30_6_1,3006,1,1,43,2,0
30_6_2,3006,2,2,38,0,0
30_6_3,3006,1,4,18,0,2
30_6_4,3006,2,4,14,0,2
30_6_5,3006,2,4,7,0,2
30_7_1,3007,1,1,91,0,0
30_7_2,3007,2,2,82,0,0
30_7_3,3007,1,4,52,0,2
30_7_4,3007,2,9,50,0,0
30_7_5,3007,2,9,26,0,0
30_7_6,3007,1,6,2,0,1
30_8_1,3008,1,1,44,0,0
30_8_2,3008,2,2,38,0,0
30_8_3,3008,1,4,16,0,2
30_8_4,3008,2,4,12,0,2
31_1_1,3101,1,1,76,0,0
31_1_2,3101,2,2,78,0,1
31_1_3,3101,1,4,44,0,2
31_1_4,3101,2,9,39,0,1
31_1_5,3101,1,6,17,0,2
31_1_6,3101,1,6,14,0,2
31_1_7,3101,2,6,9,0,2
31_2_2,3102,2,2,37,0,0
31_2_3,3102,2,4,13,0,2
31_2_4,3102,1,4,11,0,2
31_3_2,3103,2,2,62,0,0
31_3_3,3103,1,4,25,0,2
31_4_1,3104,2,1,72,0,0
31_4_2,3104,1,4,38,1,1
31_4_3,3104,2,9,23,0,0
31_4_4,3104,2,6,1,0,2
31_5_1,3105,1,1,70,0,0
31_5_2,3105,2,2,60,0,0
31_5_3,3105,1,4,26,0,2
31_6_1,3106,2,1,47,0,0
31_6_2,3106,1,4,19,0,1
31_6_3,3106,2,4,15,0,1
31_7_1,3107,1,1,54,0,0
31_7_2,3107,2,2,46,0,0
31_7_3,3107,2,4,18,0,2
31_7_4,3107,2,4,13,0,2
31_8_1,3108,1,1,53,0,0
31_8_2,3108,2,2,53,0,0
31_8_3,3108,2,4,20,0,2
32_2_1,3202,1,1,43,0,1
32_2_2,3202,2,2,30,0,0
32_2_3,3202,1,4,0,0,2
32_2_4,3202,1,7,72,0,0
32_3_2,3203,2,2,38,0,0
32_3_3,3203,2,4,13,0,2
32_3_4,3203,2,4,10,0,2
32_4_1,3204,1,1,57,0,0
32_4_2,3204,2,2,54,0,0
32_4_3,3204,1,4,31,0,2
32_4_4,3204,1,4,23,0,2
32_4_5,3204,2,9,25,0,0
32_4_6,3204,1,6,2,0,2
32_5_1,3205,2,1,36,0,0
32_5_2,3205,2,4,15,0,1
32_5_3,3205,2,4,13,0,1
32_5_4,3205,1,4,9,0,1
32_6_1,3206,1,1,45,0,0
32_6_2,3206,2,2,46,0,0
32_6_3,3206,1,4,19,0,2
32_6_4,3206,2,4,15,0,2
32_7_2,3207,2,2,54,0,0
32_8_1,3208,1,1,62,0,1
32_8_2,3208,2,2,57,0,0
32_8_3,3208,2,7,85,0,0
32_8_4,3208,2,8,58,0,1
32_8_5,3208,1,4,36,0,2
32_8_6,3208,2,9,30,0,0
32_8_7,3208,1,6,9,0,2
32_8_8,3208,1,6,5,0,2
32_9_2,3209,2,2,47,0,0
32_9_3,3209,1,4,25,0,2
32_9_4,3209,1,4,23,0,2
32_9_5,3209,2,4,14,0,2
33_1_1,3301,1,1,37,0,0
33_1_2,3301,2,2,34,0,0
33_1_3,3301,2,4,10,0,2
33_1_4,3301,2,4,7,0,2
33_1_5,3301,1,4,0,0,2
33_1_6,3301,2,4,0,0,2
33_2_1,3302,1,1,32,0,0
33_2_2,3302,2,2,33,3,0
33_3_1,3303,1,1,51,1,0
33_3_2,3303,2,2,45,0,0
33_3_3,3303,2,4,19,0,2
33_4_1,3304,2,1,42,0,0
33_4_2,3304,1,4,15,0,1
33_4_3,3304,1,4,11,0,1
33_4_4,3304,2,4,9,0,1
33_5_2,3305,2,2,57,0,0
33_5_3,3305,2,9,23,0,0
33_5_4,3305,1,6,0,0,1
33_7_1,3307,1,1,42,0,0
33_7_2,3307,2,2,41,0,0
33_7_3,3307,1,4,18,0,2
33_7_4,3307,2,4,16,0,2
33_8_2,3308,2,2,29,0,0
33_8_3,3308,1,4,11,0,2
33_8_4,3308,1,4,5,0,2
33_9_1,3309,1,1,36,0,2
33_9_2,3309,2,2,30,0,0
33_9_3,3309,2,4,7,0,2
33_9_4,3309,1,4,4,0,2
33_9_5,3309,1,4,1,0,2
33_9_6,3309,1,7,69,0,0
33_9_7,3309,2,7,68,0,0
34_1_1,3401,1,1,64,0,0
34_1_2,3401,2,2,53,0,0
34_2_1,3402,1,1,54,0,0
34_2_2,3402,2,2,48,0,0
34_2_3,3402,2,4,21,0,2
34_3_1,3403,2,1,59,0,0
34_3_2,3403,2,9,36,0,0
34_3_3,3403,2,6,8,0,1
34_3_4,3403,2,6,4,0,1
34_3_5,3403,2,6,4,0,1
34_3_6,3403,2,6,10,0,0
34_4_1,3404,1,1,58,0,0
34_4_2,3404,2,2,59,0,0
34_5_1,3405,1,1,52,0,0
34_5_2,3405,2,2,48,0,0
34_5_4,3405,2,4,18,0,2
34_6_1,3406,1,1,38,0,0
34_6_2,3406,2,2,33,0,0
34_6_3,3406,1,4,9,0,2
34_6_4,3406,1,4,6,0,2
34_7_1,3407,1,1,48,0,0
34_7_2,3407,2,2,48,0,0
34_7_3,3407,2,4,20,0,2
34_7_4,3407,1,4,17,0,2
34_8_1,3408,2,1,56,0,0
34_8_2,3408,1,4,28,0,1
34_8_3,3408,2,9,21,0,0
34_8_4,3408,2,6,0,0,2
35_1_1,3501,1,1,43,0,0
35_1_2,3501,2,2,41,0,0
35_1_3,3501,1,4,20,0,2
35_2_1,3502,1,1,56,0,0
35_2_2,3502,2,2,53,0,0
35_2_3,3502,1,4,23,7,2
35_3_1,3503,1,1,49,0,0
35_3_2,3503,2,2,40,0,0
35_3_3,3503,1,4,21,0,2
35_3_4,3503,1,4,18,0,2
35_3_5,3503,2,4,16,0,2
35_4_1,3504,1,1,42,4,0
35_4_2,3504,2,2,40,0,0
35_4_3,3504,2,4,15,0,2
35_4_4,3504,1,4,8,0,2
35_5_1,3505,1,1,72,0,0
35_5_2,3505,2,2,63,0,0
35_6_1,3506,1,1,63,0,0
35_6_2,3506,2,2,57,0,0
35_6_3,3506,1,4,29,0,2
35_6_4,3506,2,9,20,0,0
35_6_5,3506,1,5,1,0,2
35_6_6,3506,1,4,25,0,2
35_6_7,3506,1,4,22,0,2
35_7_1,3507,1,1,43,0,0
35_7_2,3507,2,2,36,0,0
35_7_3,3507,1,4,16,0,2
35_7_4,3507,1,4,12,0,2
35_7_5,3507,1,4,5,0,2
35_8_1,3508,1,1,68,0,0
35_8_2,3508,2,2,65,0,0
36_1_2,3601,2,2,30,0,0
36_1_3,3601,1,4,10,0,2
36_1_4,3601,1,4,6,0,2
36_1_5,3601,2,7,74,0,0
36_2_1,3602,1,1,57,0,0
36_2_2,3602,2,2,45,0,0
36_2_3,3602,2,4,16,0,2
36_2_4,3602,1,4,14,0,2
36_2_5,3602,2,4,5,0,2
36_3_1,3603,1,1,49,0,0
36_3_2,3603,2,2,40,0,0
36_3_3,3603,2,4,17,0,2
36_3_4,3603,2,4,15,0,2
36_3_5,3603,1,4,12,0,2
36_3_6,3603,1,4,10,5,2
36_4_1,3604,1,1,59,0,0
36_4_2,3604,2,2,54,0,0
36_4_3,3604,2,4,17,0,2
36_5_1,3605,1,1,65,0,0
36_5_2,3605,2,2,63,0,0
36_5_3,3605,1,4,32,0,2
36_5_4,3605,2,9,27,0,0
36_5_5,3605,2,5,2,0,2
36_5_6,3605,1,5,1,0,2
36_6_2,3606,2,2,30,0,0
36_6_3,3606,1,4,8,0,2
36_6_4,3606,1,4,6,0,2
36_6_5,3606,2,4,6,0,2
36_6_6,3606,2,7,71,0,0
36_7_1,3607,2,1,61,0,0
36_7_2,3607,1,4,38,0,1
36_7_3,3607,2,9,34,0,0
36_7_4,3607,2,5,8,0,2
36_7_5,3607,1,5,6,0,2
36_7_6,3607,1,4,28,3,1
36_8_1,3608,1,1,51,0,1
36_8_2,3608,2,2,49,0,0
36_8_3,3608,1,4,21,2,2
36_8_4,3608,2,7,84,0,0
37_1_1,3701,1,1,60,0,0
37_1_2,3701,2,2,61,0,0
37_1_3,3701,2,4,26,0,2
37_2_1,3702,1,1,76,1,0
37_2_2,3702,2,2,77,1,0
37_3_1,3703,1,1,52,0,0
37_3_2,3703,2,2,50,0,0
37_3_3,3703,1,4,24,0,2
37_3_4,3703,2,4,20,0,2
37_4_1,3704,1,1,40,0,0
37_4_2,3704,2,2,38,0,0
37_4_3,3704,2,4,5,0,2
37_5_1,3705,1,1,48,1,0
37_5_2,3705,2,2,44,2,0
37_5_3,3705,1,4,13,2,2
37_6_1,3706,1,1,49,0,0
37_6_2,3706,2,2,46,0,0
37_6_3,3706,1,4,21,0,2
37_6_4,3706,2,4,19,0,2
37_7_1,3707,1,1,54,0,0
37_7_2,3707,2,2,52,0,0
37_7_3,3707,1,4,21,0,2
37_9_1,3709,1,1,71,0,0
37_9_2,3709,2,2,64,0,0
37_9_3,3709,1,4,38,0,2
38_1_1,3801,1,1,73,0,0
38_1_2,3801,2,2,68,0,0
38_1_3,3801,2,4,38,0,1
38_2_1,3802,1,1,75,0,0
38_2_2,3802,2,2,70,0,0
38_4_1,3804,1,1,56,0,0
38_4_2,3804,2,2,48,0,0
38_4_3,3804,1,4,27,0,2
38_4_4,3804,2,4,18,0,0
38_4_5,3804,2,6,0,0,2
38_4_6,3804,1,6,24,0,2
38_5_1,3805,1,1,48,0,2
38_5_2,3805,1,4,12,0,1
38_5_3,3805,1,7,76,0,0
38_5_4,3805,2,7,64,0,0
38_6_1,3806,1,1,58,0,0
38_6_2,3806,2,2,58,0,0
38_7_2,3807,2,2,42,0,0
38_7_3,3807,2,4,18,0,2
38_7_4,3807,2,4,15,0,2
38_8_2,3808,2,2,36,0,0
38_8_3,3808,2,4,14,0,2
38_8_4,3808,2,4,11,0,2
38_8_5,3808,1,4,6,0,2
38_9_1,3809,1,1,57,0,0
38_9_2,3809,2,2,55,0,0
38_9_3,3809,1,4,22,0,2
39_1_1,3901,1,1,47,0,1
39_1_2,3901,2,2,43,0,0
39_1_3,3901,2,4,18,0,2
39_1_4,3901,2,4,16,0,2
39_1_5,3901,2,7,73,0,0
39_2_1,3902,1,1,61,1,0
39_2_2,3902,2,2,56,0,0
39_2_3,3902,1,4,31,0,0
39_2_4,3902,2,9,29,0,1
39_2_5,3902,1,6,4,0,2
39_2_6,3902,1,6,1,0,2
39_3_1,3903,1,1,68,0,0
39_3_2,3903,2,2,64,0,0
39_3_3,3903,1,4,35,0,2
39_3_4,3903,1,4,25,0,2
39_4_1,3904,2,1,86,0,0
39_4_2,3904,1,4,51,0,1
39_4_3,3904,2,9,54,0,0
39_4_4,3904,1,6,27,0,2
39_4_5,3904,2,13,25,0,0
39_4_6,3904,1,5,3,0,2
39_5_1,3905,1,1,54,0,0
39_5_2,3905,2,2,54,0,0
39_5_3,3905,1,4,27,0,2
39_5_4,3905,2,9,23,0,0
39_5_5,3905,2,5,0,0,2
39_6_1,3906,1,1,53,0,0
39_6_2,3906,2,2,51,0,0
39_6_3,3906,1,4,23,0,2
39_6_4,3906,2,4,18,0,2
39_7_1,3907,1,1,73,0,0
39_7_2,3907,2,2,72,0,0
39_7_3,3907,1,4,48,0,2
39_7_4,3907,2,9,47,0,0
39_7_5,3907,1,6,23,0,2
39_7_6,3907,1,6,15,0,2
39_7_7,3907,1,6,20,0,2
39_8_1,3908,1,1,51,0,0
39_8_2,3908,2,2,45,0,0
39_8_3,3908,2,4,20,0,2
39_8_4,3908,1,4,19,0,2
39_8_5,3908,1,4,16,0,2
40_1_1,4001,1,1,60,0,0
40_1_2,4001,2,2,54,0,0
40_1_3,4001,1,4,33,0,2
40_1_4,4001,2,9,27,0,0
40_1_5,4001,2,6,7,0,2
40_1_6,4001,1,6,2,0,2
40_2_1,4002,1,1,58,0,0
40_2_2,4002,2,2,55,0,0
40_2_3,4002,1,4,34,3,2
40_2_4,4002,2,9,23,3,0
40_2_5,4002,2,6,3,3,2
40_2_6,4002,1,6,1,3,2
40_3_1,4003,2,1,69,0,0
40_4_1,4004,1,1,54,0,0
40_4_2,4004,2,2,47,0,0
40_4_3,4004,1,4,24,0,2
40_4_4,4004,2,4,14,0,2
40_4_5,4004,1,7,78,0,0
40_5_1,4005,1,1,61,0,0
40_5_2,4005,2,2,57,0,0
40_6_1,4006,1,1,30,0,1
40_6_2,4006,1,7,55,0,0
40_7_1,4007,2,1,64,0,0
40_8_1,4008,1,1,52,0,0
40_8_2,4008,2,2,51,0,0
40_8_3,4008,1,4,27,0,2
40_8_4,4008,1,4,20,0,2
40_8_5,4008,2,4,24,0,2
40_8_6,4008,2,6,5,1,1
41_2_2,4102,2,2,70,0,0
41_2_3,4102,1,4,48,0,2
41_2_4,4102,2,9,45,0,0
41_2_5,4102,1,6,22,0,2
41_2_6,4102,2,6,18,0,2
41_3_1,4103,2,1,81,0,0
41_4_1,4104,1,1,59,0,0
41_4_2,4104,2,2,51,0,0
41_4_3,4104,1,4,21,0,2
41_5_1,4105,1,1,65,0,0
41_5_2,4105,2,2,57,0,0
41_5_3,4105,1,4,31,0,2
41_5_4,4105,2,9,23,0,0
41_6_1,4106,1,1,70,0,0
41_6_2,4106,2,2,62,0,0
41_6_3,4106,1,4,30,0,2
41_6_4,4106,2,9,24,0,0
41_6_5,4106,1,6,1,0,2
41_7_1,4107,1,1,48,0,0
41_7_2,4107,2,2,49,0,0
41_7_3,4107,1,4,28,0,2
41_7_4,4107,1,4,25,0,2
41_7_5,4107,1,4,21,0,2
41_8_1,4108,1,1,45,0,0
41_8_2,4108,2,2,46,0,0
41_8_3,4108,2,4,22,0,2
41_8_4,4108,2,4,16,0,2
41_9_2,4109,2,2,52,0,0
41_9_3,4109,1,4,25,0,2
42_1_1,4201,1,1,65,0,0
42_1_2,4201,2,2,54,0,0
42_2_1,4202,1,1,50,0,0
42_2_2,4202,2,2,41,0,0
42_2_3,4202,1,4,21,0,2
42_3_1,4203,1,1,59,0,0
42_3_2,4203,2,2,53,0,0
42_4_1,4204,1,1,45,0,0
42_4_2,4204,2,2,42,0,0
42_4_3,4204,2,4,16,0,2
42_4_4,4204,2,4,13,0,2
42_4_5,4204,1,4,11,0,2
42_5_1,4205,1,1,55,0,0
42_5_2,4205,2,2,56,0,0
42_5_3,4205,1,4,24,0,2
42_5_4,4205,2,4,17,0,2
42_6_1,4206,1,1,55,0,0
42_6_2,4206,2,2,43,0,0
42_6_3,4206,1,4,17,0,2
42_8_1,4208,1,1,45,0,0
42_8_2,4208,2,2,38,0,0
42_8_3,4208,1,4,17,0,2
42_8_4,4208,1,4,16,0,2
42_9_2,4209,2,2,49,0,0
42_9_3,4209,1,4,23,0,2
43_1_1,4301,1,1,52,0,0
43_1_2,4301,2,2,50,0,0
43_1_3,4301,1,4,23,0,2
43_1_4,4301,2,9,21,0,0
43_1_5,4301,1,5,0,0,2
43_1_6,4301,2,4,17,0,2
43_2_2,4302,2,2,58,0,0
43_2_3,4302,1,4,36,0,2
43_2_4,4302,2,9,31,0,0
43_2_5,4302,1,5,11,0,2
43_2_6,4302,2,5,6,0,2
43_2_7,4302,2,5,2,0,2
43_2_8,4302,2,5,0,0,2
43_3_1,4303,1,1,60,0,0
43_3_2,4303,2,2,57,0,0
43_3_3,4303,2,4,24,0,2
43_4_1,4304,1,1,32,0,0
43_5_1,4305,1,1,35,1,0
43_5_2,4305,2,2,30,0,0
43_5_3,4305,1,4,1,0,2
43_6_2,4306,2,2,44,0,0
43_6_3,4306,1,4,18,0,2
43_9_1,4309,1,1,43,0,0
43_9_2,4309,2,2,38,0,0
43_9_3,4309,2,4,16,0,2
43_9_4,4309,1,4,13,0,2
43_9_5,4309,1,4,12,0,2
43_10_1,4310,1,1,47,0,0
43_10_2,4310,2,2,44,0,0
43_10_3,4310,2,4,16,0,2
43_10_4,4310,1,4,9,0,2
44_1_1,4401,1,1,46,0,0
44_1_2,4401,2,2,46,0,0
44_1_3,4401,1,4,20,0,2
44_1_4,4401,2,4,14,0,2
44_3_2,4403,2,2,35,0,0
44_3_3,4403,2,4,11,0,2
44_3_4,4403,2,4,9,0,2
44_3_5,4403,2,4,5,0,2
44_6_1,4406,1,1,40,0,0
44_6_2,4406,2,2,33,0,0
44_6_3,4406,1,4,14,0,2
44_6_4,4406,1,4,12,0,2
44_6_5,4406,2,4,5,0,2
44_8_1,4408,1,1,59,0,0
44_8_2,4408,2,2,51,0,0
44_8_3,4408,1,4,13,0,2
44_9_1,4409,1,1,55,0,0
44_9_2,4409,2,2,48,0,0
44_9_3,4409,1,4,25,0,2
44_9_4,4409,1,4,22,0,2
44_9_5,4409,1,4,19,0,2
44_10_1,4410,1,1,35,0,0
44_10_2,4410,2,2,34,0,0
44_10_3,4410,1,4,11,0,2
44_10_4,4410,2,4,9,0,2
44_11_1,4411,1,1,73,0,0
44_11_2,4411,2,2,62,0,0
44_11_3,4411,1,4,35,0,2
44_11_4,4411,2,9,30,0,0
44_11_5,4411,2,6,9,0,2
44_11_6,4411,1,6,6,0,2
44_12_1,4412,1,1,33,0,0
44_12_2,4412,2,2,30,0,0
44_12_3,4412,2,4,4,0,2
45_1_1,4501,1,1,57,0,0
45_1_2,4501,2,2,48,0,0
45_1_3,4501,1,4,27,0,2
45_1_4,4501,2,9,28,0,0
45_1_5,4501,1,4,23,0,2
45_1_6,4501,2,6,5,0,2
45_1_7,4501,1,6,0,0,2
45_2_1,4502,1,1,48,0,0
45_2_2,4502,2,2,39,0,0
45_2_3,4502,1,4,19,0,2
45_2_4,4502,1,4,17,0,2
45_4_1,4504,1,1,39,0,1
45_4_2,4504,2,2,36,0,0
45_4_3,4504,2,7,71,0,0
45_4_4,4504,2,8,41,0,1
45_4_5,4504,1,4,11,0,2
45_4_6,4504,1,4,3,0,2
45_4_7,4504,1,4,2,0,2
45_5_1,4505,2,1,46,0,0
45_5_2,4505,2,4,15,0,1
45_5_3,4505,1,4,9,0,1
45_7_1,4507,1,1,52,0,0
45_7_2,4507,2,2,54,0,0
45_7_3,4507,1,4,29,0,2
45_7_4,4507,1,4,24,0,2
45_7_5,4507,1,4,22,0,2
45_7_6,4507,1,4,20,0,2
45_7_7,4507,2,4,18,0,2
45_8_2,4508,2,2,31,0,0
45_8_3,4508,1,4,12,0,2
45_8_4,4508,2,4,10,0,2
45_8_5,4508,2,4,3,0,2
45_9_1,4509,2,1,52,0,0
45_9_2,4509,1,4,29,0,1
45_9_3,4509,1,4,23,0,1
45_9_4,4509,1,4,21,0,1
45_10_1,4510,1,1,46,0,0
45_10_2,4510,2,2,45,0,0
45_10_3,4510,1,4,19,0,2
45_10_4,4510,1,4,17,0,2
46_1_1,4601,1,1,40,0,0
46_1_2,4601,2,2,31,0,0
46_1_3,4601,1,4,3,0,2
46_1_4,4601,1,4,6,0,2
46_2_1,4602,1,1,58,0,0
46_2_2,4602,2,2,50,0,0
46_2_5,4602,1,4,24,0,2
46_2_6,4602,1,4,22,0,2
46_3_2,4603,2,2,49,0,0
46_3_3,4603,1,4,26,0,2
46_3_4,4603,2,4,22,0,2
46_3_5,4603,1,4,17,0,2
46_3_6,4603,1,4,13,0,2
46_6_1,4606,1,1,40,0,0
46_6_2,4606,2,2,32,0,0
46_6_3,4606,1,4,10,0,2
46_6_4,4606,2,4,4,0,2
46_7_2,4607,2,2,46,0,0
46_7_3,4607,1,4,21,0,2
46_8_1,4608,1,1,54,0,0
46_8_2,4608,2,2,46,0,0
46_8_3,4608,1,4,20,0,2
46_8_4,4608,1,4,17,0,2
46_9_1,4609,1,1,53,0,0
46_9_2,4609,2,2,40,0,0
46_9_3,4609,1,4,4,0,2
46_9_4,4609,2,4,4,0,2
46_9_5,4609,1,4,3,0,2
46_10_1,4610,1,1,42,0,0
46_10_2,4610,2,2,37,0,0
46_10_3,4610,1,4,18,0,2
46_10_4,4610,2,4,12,0,2
47_1_1,4701,2,1,74,0,0
47_1_2,4701,1,4,35,0,1
47_1_3,4701,2,9,32,0,0
47_2_1,4702,1,1,47,0,0
47_2_2,4702,2,2,41,0,0
47_2_3,4702,2,4,17,0,2
47_2_4,4702,2,4,13,0,2
47_2_5,4702,1,4,12,0,2
47_3_1,4703,1,1,55,0,0
47_3_2,4703,2,2,46,0,0
47_3_4,4703,1,4,21,0,2
47_3_5,4703,1,4,19,0,2
47_4_1,4704,1,1,67,0,0
47_4_2,4704,2,2,54,0,0
47_4_3,4704,1,4,28,0,2
47_4_4,4704,2,9,26,0,0
47_4_5,4704,1,6,5,0,2
47_5_1,4705,1,1,49,0,0
47_5_2,4705,2,2,47,0,0
47_5_3,4705,1,4,26,0,2
47_5_4,4705,2,4,17,0,2
47_6_1,4706,1,1,67,0,0
47_6_2,4706,2,2,57,0,0
47_7_1,4707,1,1,54,0,0
47_7_2,4707,2,2,48,0,0
47_7_3,4707,1,4,21,0,2
47_7_4,4707,1,4,6,0,2
48_1_1,4801,1,1,58,0,0
48_1_2,4801,2,2,54,0,0
48_2_1,4802,1,1,44,0,0
48_2_2,4802,2,2,34,0,0
48_2_3,4802,2,4,12,0,2
48_2_4,4802,2,4,8,0,2
48_2_5,4802,1,4,5,0,2
48_3_1,4803,2,1,41,0,0
48_3_2,4803,1,4,20,0,1
48_3_3,4803,1,4,16,0,1
48_4_2,4804,2,2,54,0,0
48_4_3,4804,1,4,29,0,2
48_4_4,4804,2,9,24,0,0
48_4_5,4804,1,6,4,0,2
48_4_6,4804,1,6,1,0,2
48_5_1,4805,1,1,47,0,0
48_5_2,4805,2,2,43,0,0
48_5_3,4805,1,4,22,0,2
48_5_4,4805,1,4,16,0,2
48_5_5,4805,2,4,6,0,2
48_6_1,4806,1,1,57,0,0
48_6_2,4806,2,2,52,0,0
48_6_3,4806,1,4,16,0,2
48_7_1,4807,1,1,35,0,0
48_7_2,4807,2,2,36,0,0
48_7_3,4807,1,4,13,0,2
48_7_4,4807,2,4,10,0,2
48_7_5,4807,2,4,9,0,2
48_9_1,4809,1,1,46,0,0
48_9_2,4809,2,2,45,0,0
48_9_3,4809,1,4,19,0,2
48_9_4,4809,1,4,21,0,2
48_9_5,4809,2,4,13,0,2
49_1_2,4901,2,2,37,0,0
49_1_3,4901,2,4,18,0,2
49_1_4,4901,1,4,16,0,2
49_1_5,4901,1,4,6,0,2
49_2_2,4902,2,2,51,0,0
49_2_3,4902,2,4,25,0,2
49_2_4,4902,1,4,22,0,2
49_3_1,4903,1,1,45,0,0
49_3_2,4903,2,2,41,0,0
49_3_3,4903,1,4,22,0,2
49_3_4,4903,1,4,21,0,2
49_3_5,4903,2,4,18,0,2
49_4_1,4904,1,1,52,0,0
49_4_2,4904,2,2,45,0,0
49_4_3,4904,2,4,20,0,2
49_4_4,4904,2,4,19,0,2
49_4_5,4904,2,4,14,0,2
49_4_6,4904,1,4,11,0,2
49_5_2,4905,2,2,48,0,0
49_5_4,4905,2,4,21,0,2
49_6_1,4906,1,1,54,0,0
49_6_2,4906,2,2,47,0,0
49_6_3,4906,2,4,24,0,2
49_6_4,4906,2,4,19,0,2
49_6_5,4906,1,4,17,0,2
49_7_1,4907,2,1,37,0,0
49_7_2,4907,1,4,17,0,1
49_10_2,4910,2,2,47,0,0
49_10_3,4910,1,4,24,0,2
49_10_4,4910,1,4,21,0,2
50_1_2,5001,2,1,53,0,0
50_1_3,5001,1,4,23,0,2
50_1_4,5001,2,4,20,0,2
50_3_1,5003,1,1,34,2,0
50_3_2,5003,2,2,29,1,0
50_3_3,5003,1,4,12,0,2
50_3_4,5003,2,4,2,0,2
50_3_5,5003,1,4,1,0,2
50_4_1,5004,1,1,69,0,0
50_4_2,5004,2,2,64,0,0
50_5_2,5005,2,2,44,0,0
50_5_3,5005,2,4,20,0,2
50_5_4,5005,2,4,19,0,2
50_6_1,5006,1,1,47,0,0
50_6_2,5006,2,2,49,0,0
50_6_3,5006,1,4,24,0,2
50_6_4,5006,1,4,15,0,2
50_7_1,5007,1,1,71,0,0
50_7_2,5007,2,2,72,0,0
50_7_3,5007,2,4,37,0,2
50_8_1,5008,1,1,80,0,0
50_8_2,5008,2,2,79,0,0
50_8_3,5008,2,4,49,0,2
50_9_1,5009,1,1,59,0,0
50_9_2,5009,2,2,54,0,0
50_9_3,5009,1,4,27,0,2
50_9_4,5009,1,4,29,0,2
50_9_5,5009,2,4,25,0,2
51_1_1,5101,1,1,24,0,0
51_1_2,5101,2,2,28,1,0
51_1_3,5101,1,4,5,0,2
51_1_4,5101,2,4,0,0,2
51_2_1,5102,1,1,48,0,0
51_2_2,5102,2,2,44,0,0
51_2_3,5102,1,4,16,0,2
51_2_4,5102,1,4,4,0,2
51_3_1,5103,1,1,44,0,0
51_3_2,5103,2,2,49,0,0
51_3_3,5103,2,4,23,0,2
51_3_4,5103,1,4,22,0,2
51_4_1,5104,1,1,44,0,0
51_4_2,5104,2,2,47,0,0
